Job_Zone;code;title;trad;CBO2002;TITULO;prox
5;19-3041.00;Sociologists;Sociólogos;221105;Biólogo;0.7058823529411765
5;19-3041.00;Sociologists;Sociólogos;203010;Zoólogo;0.7058823529411765
5;19-3041.00;Sociologists;Sociólogos;203005;Ecólogo;0.7058823529411765
5;19-3051.00;Urban and Regional Planners;Planejadores urbanos e regionais;214125;Planejador urbano;0.6938775510204082
5;19-3091.01;Anthropologists;Antropólogos;516705;Astrólogo;0.7619047619047619
5;19-3091.02;Archeologists;Arqueólogos;516705;Astrólogo;0.7
5;19-3091.02;Archeologists;Arqueólogos;516805;Frenólogo;0.7
5;19-3092.00;Geographers;Geógrafos;211210;Demógrafo;0.7777777777777778
5;19-3093.00;Historians;Historiadores;203520;Historiador;0.9166666666666666
5;19-3094.00;Political Scientists;Cientistas políticos;261710;Comentarista político;0.8292682926829268
4;19-3099.01;Transportation Planners;Planejadores de transporte;262905;Planejador de interiores;0.76
3;19-4011.01;Agricultural Technicians;Técnicos Agrícolas;371310;Técnico gráfico;0.7272727272727273
3;19-4011.02;Food Science Technicians;Técnicos de Ciência da Alimentos;325205;Técnico de alimentos;0.7692307692307693
4;19-4021.00;Biological Technicians;Técnicos Biológicos;325310;Técnico em imunobiológicos;0.7555555555555555
3;19-4031.00;Chemical Technicians;Técnicos químicos;311105;Técnico químico;0.9375
4;19-4041.01;Geophysical Data Technicians;Técnicos de dados geofísicos;316105;Técnico em geofísica;0.75
4;19-4041.02;Geological Sample Test Technicians;Técnicos de Teste de Amostras Geológicas;314615;Técnico em estruturas metálicas;0.676056338028169
3;19-4051.01;Nuclear Equipment Operation Technicians;Técnicos de Operação de Equipamentos Nucleares;915405;Técnico em reparação de equipamentos fotográficos;0.7157894736842105
3;19-4051.02;Nuclear Monitoring Technicians;Técnicos de monitoramento nuclear;314710;Técnico de lingotamento;0.6785714285714286
4;19-4061.00;Social Science Research Assistants;Assistentes de Pesquisa em Ciências Sociais;252305;Assistente de presidência;0.6470588235294118
4;19-4061.01;City and Regional Planning Aides;Assessores de Planejamento Regional e Regional;123115;Diretor de planejamento financeiro;0.625
4;19-4091.00;Environmental Science and Protection Technicians, Including Health;Técnicos de Ciência e Proteção Ambiental, incluindo Saúde;;;
4;19-4092.00;Forensic Science Technicians;Técnicos de Ciências Forenses;311105;Técnico de ciências químicas;0.7017543859649122
3;19-4093.00;Forest and Conservation Technicians;Técnicos de floresta e conservação;325205;Técnico de carnes e derivados;0.6984126984126984
3;19-4099.01;Quality Control Analysts;Analistas de controle de qualidade;391210;Analista de controle de qualidade;0.9850746268656716
4;19-4099.02;Precision Agriculture Technicians;Técnicos de agricultura de precisão;314105;Técnico em mecânica de precisão;0.7575757575757576
4;19-4099.03;Remote Sensing Technicians;Técnicos de sensoriamento remoto;314710;Técnico de lingotamento;0.6909090909090909
5;21-1011.00;Substance Abuse and Behavioral Disorder Counselors;Conselheiros de Abuso de Substâncias e de Transtornos do Comportamento;;;
5;21-1012.00;Educational, Guidance, School, and Vocational Counselors;Educacional, Orientação, Escola e Profissionais Profissionais;;;
5;21-1013.00;Marriage and Family Therapists;Terapeutas de casamento e família;131115;Gerente de planejamento e estatística;0.6285714285714286
5;21-1013.00;Marriage and Family Therapists;Terapeutas de casamento e família;141205;Gerente de departamento de fabricação;0.6285714285714286
5;21-1014.00;Mental Health Counselors;Conselheiros de saúde mental;371405;Conselheiro em acantonamento;0.6785714285714286
5;21-1015.00;Rehabilitation Counselors;Conselheiros de Reabilitação;202110;Engenheiro de automação;0.6666666666666666
4;21-1021.00;Child, Family, and School Social Workers;Trabalhadores sociais da criança, da família e da escola;622505;Trabalhador da cultura de acerola;0.6067415730337079
5;21-1022.00;Healthcare Social Workers;Trabalhadores sociais de saúde;631335;Trabalhador na criação de rãs;0.6779661016949152
5;21-1023.00;Mental Health and Substance Abuse Social Workers;Trabalhadores sociais de saúde mental e abuso de substância;632525;Trabalhador da extração de substâncias tóxicas;0.6095238095238096
4;21-1091.00;Health Educators;Educadores de saúde;515305;Educador de rua;0.7647058823529411
4;21-1092.00;Probation Officers and Correctional Treatment Specialists;Oficiais de Probação e Especialistas em Tratamento Correcional;;;
4;21-1093.00;Social and Human Service Assistants;Assistentes de Serviço Social e Humano;262205;Assistente de direção de cinema;0.6666666666666666
4;21-1094.00;Community Health Workers;Trabalhadores comunitários de saúde;515105;Agente comunitário de saúde;0.7096774193548387
5;21-2011.00;Clergy;Clero;613310;Coelheiro;0.7142857142857143
5;21-2011.00;Clergy;Clero;623125;Cavaleiro;0.7142857142857143
4;21-2021.00;Directors, Religious Activities and Education;Diretores, Atividades Religiosas e Educação;114305;Diretor de entidade religiosa;0.6666666666666666
5;23-1011.00;Lawyers;Advogados;241205;Advogado da união;0.6153846153846154
5;23-1012.00;Judicial Law Clerks;Clérigos de direito judicial;;;
5;23-1021.00;Administrative Law Judges, Adjudicators, and Hearing Officers;Juízes de Direito Administrativo, Adjudicadores e Auditores;;;
5;23-1022.00;Arbitrators, Mediators, and Conciliators;Árbitros, mediadores e conciliadores;;;
5;23-1023.00;Judges, Magistrate Judges, and Magistrates;Juízes, magistrados juízes e magistrados;;;
3;23-2011.00;Paralegals and Legal Assistants;Paralegais e assistentes jurídicos;;;
3;23-2091.00;Court Reporters;Repórteres do Tribunal;;;
2;23-2093.00;Title Examiners, Abstractors, and Searchers;Examinadores de título, criadores e pesquisadores;;;
5;25-1011.00;Business Teachers, Postsecondary;Professores de negócios, pós-secundário;231105;Professor de ensino pré-primário;0.647887323943662
5;25-1021.00;Computer Science Teachers, Postsecondary;Professores de informática, pós-secundário;234120;Professor de informática (no ensino superior);0.6896551724137931
5;25-1022.00;Mathematical Science Teachers, Postsecondary;Professores de Ciências Matemáticas, Pós-secundário;234405;Professor de ciências biológicas do ensino superior;0.6274509803921569
5;25-1031.00;Architecture Teachers, Postsecondary;Professores de arquitetura, pós-secundário;234305;Professor de arquitetura;0.7272727272727273
5;25-1032.00;Engineering Teachers, Postsecondary;Professores de engenharia, pós-secundário;234310;Professor de engenharia;0.71875
5;25-1041.00;Agricultural Sciences Teachers, Postsecondary;Professores de ciências agrícolas, pós-secundário;233115;Professor de técnicas agrícolas;0.7
5;25-1042.00;Biological Science Teachers, Postsecondary;Professores de ciências biológicas, pós-secundário;234405;Professor de ciências biológicas do ensino superior;0.7524752475247525
5;25-1043.00;Forestry and Conservation Science Teachers, Postsecondary;Professores de ciência florestal e de conservação, pós-secundário;;;
5;25-1051.00;Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary;Professores de ciências atmosféricas, terrestres, marinhas e espaciais, pós-secundário;;;
5;25-1052.00;Chemistry Teachers, Postsecondary;Professores de química, pós-secundário;232165;Professor de química no ensino médio;0.7027027027027027
5;25-1053.00;Environmental Science Teachers, Postsecondary;Professores de Ciências Ambientais, Pós-secundário;234405;Professor de ciências biológicas do ensino superior;0.6138613861386139
5;25-1054.00;Physics Teachers, Postsecondary;Professores de Física, Pós-graduação;234672;Professor de lingüística aplicada;0.6376811594202898
5;25-1061.00;Anthropology and Archeology Teachers, Postsecondary;Professores de antropologia e arqueologia, pós-secundário;234705;Professor de antropologia do ensino superior;0.6534653465346535
5;25-1062.00;Area, Ethnic, and Cultural Studies Teachers, Postsecondary;Professores de área, educação étnica e cultural, pós-secundário;234410;Professor de educação física no ensino superior;0.6181818181818182
5;25-1062.00;Area, Ethnic, and Cultural Studies Teachers, Postsecondary;Professores de área, educação étnica e cultural, pós-secundário;234905;Professor de teatro-educação no ensino superior;0.6181818181818182
5;25-1063.00;Economics Teachers, Postsecondary;Professores de economia, pós-secundário;234805;Professor de economia brasileira;0.704225352112676
5;25-1064.00;Geography Teachers, Postsecondary;Professores de Geografia, Pós-secundário;232135;Professor de geografia no ensino médio;0.6923076923076923
5;25-1065.00;Political Science Teachers, Postsecondary;Professores de Ciências Políticas, Pós-secundário;234720;Professor de ciência política do ensino superior;0.7010309278350515
5;25-1066.00;Psychology Teachers, Postsecondary;Professores de psicologia, pós-secundário;232160;Professor de psicologia no ensino médio;0.725
5;25-1067.00;Sociology Teachers, Postsecondary;Professores de sociologia, pós-secundário;232170;Professor de sociologia no ensino médio;0.725
5;25-1071.00;Health Specialties Teachers, Postsecondary;Especialistas em saúde Professores, pós-secundário;;;
5;25-1072.00;Nursing Instructors and Teachers, Postsecondary;Instrutores e professores de enfermagem, pós-secundário;;;
5;25-1081.00;Education Teachers, Postsecondary;Professores de educação, pós-secundário;232120;Professor de educação física no ensino médio;0.6746987951807228
5;25-1082.00;Library Science Teachers, Postsecondary;Professores de Ciências da Biblioteca, Pós-secundário;234405;Professor de ciências biológicas do ensino superior;0.6346153846153846
5;25-1111.00;Criminal Justice and Law Enforcement Teachers, Postsecondary;Professores de justiça penal e aplicação da lei, pós-secundário;;;
5;25-1112.00;Law Teachers, Postsecondary;Professores de direito, pós-secundário;234730;Professor de direito do ensino superior;0.6753246753246753
5;25-1113.00;Social Work Teachers, Postsecondary;Professores de trabalho social, pós-secundário;234815;Professor de contabilidade societária;0.6265060240963856
5;25-1121.00;Art, Drama, and Music Teachers, Postsecondary;Professores de arte, teatro e música, pós-secundário;234905;Professor de teatro no ensino superior;0.6444444444444445
5;25-1122.00;Communications Teachers, Postsecondary;Professores de comunicação, pós-secundário;234725;Professor de comunicação social do ensino superior;0.6521739130434783
5;25-1123.00;English Language and Literature Teachers, Postsecondary;Professores da língua inglesa e da literatura, pós-secundário;234664;Professor de outras línguas e literaturas;0.6666666666666666
5;25-1124.00;Foreign Language and Literature Teachers, Postsecondary;Professores de língua estrangeira e literatura, pós-secundário;232150;Professor de língua estrangeira moderna no ensino médio;0.7008547008547008
5;25-1125.00;History Teachers, Postsecondary;Professores de história, pós-secundário;234805;Professor de história econômica;0.7428571428571429
5;25-1126.00;Philosophy and Religion Teachers, Postsecondary;Professores de Filosofia e Religião, Pós-secundário;234735;Professor de filosofia do ensino superior;0.6086956521739131
5;25-1191.00;Graduate Teaching Assistants;Assistentes de Ensino Pós-Graduação;262220;Assistente de direção;0.6785714285714286
5;25-1192.00;Home Economics Teachers, Postsecondary;Professores de economia doméstica, pós-secundário;234715;Professor de biblioteconomia do ensino superior;0.6666666666666666
5;25-1193.00;Recreation and Fitness Studies Teachers, Postsecondary;Estudos de recreação e educação física, ensino pós-secundário;234410;Professor de educação física no ensino superior;0.6296296296296297
3;25-1194.00;Vocational Education Teachers, Postsecondary;Professores de educação profissional, pós-secundário;233210;Professor-instrutor de educação profissional industrial;0.7476635514018691
3;25-2011.00;Preschool Teachers, Except Special Education;Professores pré-escolares, exceto educação especial;;;
4;25-2012.00;Kindergarten Teachers, Except Special Education;Professores de jardim de infância, exceto educação especial;231110;Professor de jardim de infância (nível superior);0.7102803738317757
4;25-2021.00;Elementary School Teachers, Except Special Education;Professores de ensino fundamental, exceto educação especial;331205;Professor de ensino fundamental - séries iniciais;0.7037037037037037
4;25-2022.00;Middle School Teachers, Except Special and Career/Technical Education;Professores de ensino médio, exceto especial e carreira / educação técnica;;;
4;25-2023.00;Career/Technical Education Teachers, Middle School;Professores de Educação Profissional / Profissional, Escola Secundária;233210;Professor-instrutor de educação profissional industrial;0.64
4;25-2031.00;Secondary School Teachers, Except Special and Career/Technical Education;Professores de escolas secundárias, exceto especial e carreira / educação técnica;;;
4;25-2032.00;Career/Technical Education Teachers, Secondary School;Professores de Educação Profissional / Profissional, Escola Secundária;233210;Professor-instrutor de educação profissional industrial;0.64
4;25-2052.00;Special Education Teachers, Kindergarten and Elementary School;Professores de educação especial, jardim de infância e escola primária;231110;Professor de jardim de infância (nível superior);0.6440677966101694
4;25-2053.00;Special Education Teachers, Middle School;Professores de educação especial, escola secundária;232120;Professor de educação física no ensino médio;0.6736842105263158
4;25-2054.00;Special Education Teachers, Secondary School;Professores de educação especial, escola secundária;232120;Professor de educação física no ensino médio;0.6736842105263158
4;25-2059.01;Adapted Physical Education Specialists;Especialistas em educação física adaptada;752305;Especialista em cerâmica;0.6153846153846154
4;25-3011.00;Adult Basic and Secondary Education and Literacy Teachers and Instructors;Professores e Instrutores de Ensino e Ensino Secundário e de Ensino Secundário;;;
3;25-3021.00;Self-Enrichment Education Teachers;Professores de Educação de Auto-Enriquecimento;231315;Professor de educação física do ensino fundamental;0.625
4;25-3099.02;Tutors;Tutores;;;
5;25-4011.00;Archivists;Arquivistas;415105;Arquivador;0.6666666666666666
5;25-4012.00;Curators;Curadores;631335;Criador de rãs;0.6956521739130435
4;25-4013.00;Museum Technicians and Conservators;Técnicos de museu e conservadores;325205;Técnico de carnes e derivados;0.7096774193548387
5;25-4021.00;Librarians;Bibliotecários;261205;Bibliotecário;0.9629629629629629
3;25-4031.00;Library Technicians;Técnicos de bibliotecas;371110;Técnico de biblioteca;0.9545454545454546
4;25-9011.00;Audio-Visual and Multimedia Collections Specialists;Especialistas em Coleções Audiovisuais e Multimédia;;;
5;25-9021.00;Farm and Home Management Advisors;Assessores de gestão de fazenda e casa;;;
5;25-9031.00;Instructional Coordinators;Coordenadores de instrução;420125;Coordenador de recepção;0.7755102040816326
5;25-9031.01;Instructional Designers and Technologists;Designers e tecnólogos de instrução;123605;Diretor de tecnologia da informação;0.6285714285714286
3;25-9041.00;Teacher Assistants;Assistentes de professores;515115;Assistente de parto;0.7555555555555555
4;27-1011.00;Art Directors;Diretores de Arte;262330;Diretor de arte;0.875
3;27-1012.00;Craft Artists;Artista Artistas;262505;Artista dramático;0.6666666666666666
3;27-1013.00;Fine Artists, Including Painters, Sculptors, and Illustrators;Belas artistas, incluindo pintores, escultores e ilustradores;;;
4;27-1014.00;Multimedia Artists and Animators;Artistas e animadores multimídia;342110;Analista de transporte multimodal;0.676923076923077
4;27-1021.00;Commercial and Industrial Designers;Designers comerciais e industriais;262905;Designers de interiores;0.631578947368421
3;27-1022.00;Fashion Designers;Designers de moda;375120;Designer de eventos;0.7222222222222222
2;27-1023.00;Floral Designers;Floral Designers;;;
4;27-1024.00;Graphic Designers;Designers gráficos;760605;Mestre gráfico;0.6875
4;27-1025.00;Interior Designers;Interior Designers;;;
3;27-1026.00;Merchandise Displayers and Window Trimmers;Exibidores de Mercadorias e Aparadores de Janelas;;;
5;27-1027.00;Set and Exhibit Designers;Designers de Set e Exhibit;262905;Designers de ambientes;0.6666666666666666
2;27-2011.00;Actors;Atores;262505;Ator;0.8
4;27-2012.01;Producers;Produtores;612740;Produtor de soja;0.7692307692307693
4;27-2012.02;Directors- Stage, Motion Pictures, Television, and Radio;Diretores de palco, filmes, televisão e rádio;262215;Diretor de programas de televisão;0.6410256410256411
4;27-2012.03;Program Directors;Directores de programas;262225;Diretor de programação;0.8444444444444444
4;27-2012.04;Talent Directors;Diretores de talentos;123405;Diretor de suprimentos;0.7441860465116279
4;27-2012.05;Technical Directors/Managers;Diretores / Gerentes Técnicos;131205;Diretor de departamento médico;0.6440677966101694
2;27-2021.00;Athletes and Sports Competitors;Atletas e competidores de esportes;252210;Assistente de contador de custos;0.6060606060606061
4;27-2022.00;Coaches and Scouts;Treinadores e escoteiros;224125;Treinador esportivo;0.7441860465116279
3;27-2023.00;Umpires, Referees, and Other Sports Officials;Árbitros, árbitros e outros oficiais de esportes;;;
3;27-2031.00;Dancers;Dançarinos;262810;Dançarino;0.9473684210526315
4;27-2032.00;Choreographers;Coreógrafos;262815;Coreógrafo;0.9523809523809523
4;27-2041.01;Music Directors;Music Directors;262705;Músico intérprete cantor;0.6153846153846154
3;27-2041.04;Music Composers and Arrangers;Compositor de Música e Arranjadores;262605;Compositor de música;0.6909090909090909
2;27-2042.01;Singers;Cantores;613010;Canicultor;0.6666666666666666
4;27-2042.02;Musicians, Instrumental;Músicos, Instrumental;262710;Músico intérprete instrumentista;0.6415094339622641
4;27-3011.00;Radio and Television Announcers;Anunciadores de rádio e televisão;261705;Apresentador de rádio e televisão;0.8181818181818182
2;27-3012.00;Public Address System and Other Announcers;Sistema de endereços públicos e outros anunciadores;;;
4;27-3021.00;Broadcast News Analysts;Broadcast News Analysts;;;
4;27-3022.00;Reporters and Correspondents;Repórteres e Correspondentes;;;
4;27-3031.00;Public Relations Specialists;Especialistas em Relações Públicas;201210;Especialista em calibrações metrológicas;0.7567567567567568
4;27-3041.00;Editors;Editores;374405;Editor de vt;0.7
4;27-3042.00;Technical Writers;Escritores técnicos;261520;Escritor de obras técnicas;0.8
4;27-3043.04;Copy Writers;Copy Writers;;;
4;27-3043.05;Poets, Lyricists and Creative Writers;Poetas, letristas e escritores criativos;;;
4;27-3091.00;Interpreters and Translators;Intérpretes e tradutores;261425;Intérprete de libras;0.7272727272727273
3;27-4011.00;Audio and Video Equipment Technicians;Técnicos de equipamentos de áudio e vídeo;374110;Técnico em instalação de equipamentos de áudio;0.7586206896551724
3;27-4012.00;Broadcast Technicians;Técnicos de transmissão;373130;Técnico de transmissor de rádio;0.7777777777777778
3;27-4013.00;Radio Operators;Operadores de rádio;373105;Operador de rádio;0.9444444444444444
3;27-4014.00;Sound Engineering Technicians;Técnicos de engenharia de som;373130;Técnico de captação de som;0.7272727272727273
3;27-4021.00;Photographers;Fotógrafos;213435;Petrógrafo;0.7
3;27-4021.00;Photographers;Fotógrafos;262815;Coreógrafo;0.7
3;27-4031.00;Camera Operators, Television, Video, and Motion Picture;Operadores de câmeras, televisão, vídeo e filmes;;;
3;27-4032.00;Film and Video Editors;Editores de filmes e vídeos;374405;Editor de tv e vídeo;0.7659574468085106
5;29-1011.00;Chiropractors;Quiropráticos;226105;Quiropraxista;0.6153846153846154
5;29-1021.00;Dentists, General;Dentistas, Geral;223284;Dentista da dor;0.6451612903225806
5;29-1022.00;Oral and Maxillofacial Surgeons;Cirurgiões orais e maxilofaciais;;;
5;29-1023.00;Orthodontists;Ortodontistas;223910;Ortoptista;0.782608695652174
5;29-1024.00;Prosthodontists;Prostitutas;519805;Prostituta;0.9523809523809523
5;29-1031.00;Dietitians and Nutritionists;Dietistas e nutricionistas;223288;Dentistas de deficientes;0.64
5;29-1041.00;Optometrists;Optometristas;391110;Computometrista;0.7857142857142857
5;29-1051.00;Pharmacists;Farmacêuticos;223435;Farmacêutico logístico;0.7428571428571429
5;29-1061.00;Anesthesiologists;Anestesiologistas;225151;Anestesiologista;0.9696969696969697
5;29-1062.00;Family and General Practitioners;Família e médicos de clínica geral;225125;Médico clínico geral;0.6666666666666666
5;29-1063.00;Internists, General;Internistas, Geral;;;
5;29-1064.00;Obstetricians and Gynecologists;Obstetras e ginecologistas;225110;Alergista e imunologista;0.64
5;29-1065.00;Pediatricians, General;Pediatras, General;225124;Pediatra;0.6153846153846154
5;29-1066.00;Psychiatrists;Psiquiatras;225133;Psiquiatra;0.9523809523809523
5;29-1067.00;Surgeons;Cirurgiões;225225;Cirurgião;0.7368421052631579
5;29-1069.01;Allergists and Immunologists;Alergistas e imunologistas;225110;Alergista e imunologista;0.96
5;29-1069.02;Dermatologists;Dermatologistas;225135;Dermatologista;0.9655172413793104
5;29-1069.03;Hospitalists;Hospitalistas;252210;Contabilista;0.64
5;29-1069.04;Neurologists;Neurologistas;225112;Neurologista;0.96
5;29-1069.05;Nuclear Medicine Physicians;Médicos de Medicina Nuclear;225315;Médico em medicina nuclear;0.8679245283018868
5;29-1069.06;Ophthalmologists;Oftalmologistas;225265;Oftalmologista;0.9655172413793104
5;29-1069.07;Pathologists;Patologistas;225325;Patologista;0.9565217391304348
5;29-1069.08;Physical Medicine and Rehabilitation Physicians;Medicina física e médicos de reabilitação;;;
5;29-1069.09;Preventive Medicine Physicians;Médicos Preventivos de Medicina;;;
5;29-1069.10;Radiologists;Radiologistas;225320;Radiologista;0.96
5;29-1069.11;Sports Medicine Physicians;Médicos de Medicina Esportiva;225150;Médico em medicina intensiva;0.7368421052631579
5;29-1069.12;Urologists;Urologistas;225285;Urologista;0.9523809523809523
5;29-1071.00;Physician Assistants;Assistentes de médicos;262220;Assistente de direção;0.7906976744186046
5;29-1071.00;Physician Assistants;Assistentes de médicos;411010;Assistente de compras;0.7906976744186046
5;29-1071.01;Anesthesiologist Assistants;Assistentes de Anestesiologista;252210;Assistente de controladoria;0.7241379310344828
5;29-1081.00;Podiatrists;Podólogos;322110;Podólogo;0.9411764705882353
5;29-1122.00;Occupational Therapists;Terapia ocupacional;223905;Terapeuta ocupacional;0.9
5;29-1122.01;Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists;Terapeutas de Visão Baixa, Especialistas em Orientação e Mobilidade e Terapeutas de Reabilitação de Visão;;;
5;29-1123.00;Physical Therapists;Fisioterapeutas;223605;Fisioterapeuta geral;0.8
5;29-1123.00;Physical Therapists;Fisioterapeutas;226305;Musicoterapeuta;0.8
3;29-1124.00;Radiation Therapists;Terapeutas de radiação;322125;Terapeuta alternativo;0.6976744186046512
4;29-1125.00;Recreational Therapists;Terapeutas Recreativos;322125;Terapeuta alternativo;0.7906976744186046
5;29-1125.01;Art Therapists;Art Therapists;791110;Artesão ceramista;0.6451612903225806
4;29-1125.02;Music Therapists;Terapeutas de música;262605;Autor de música;0.6857142857142857
3;29-1126.00;Respiratory Therapists;Terapeutas respiratórios;223625;Fisioterapeuta respiratória;0.7843137254901961
5;29-1127.00;Speech-Language Pathologists;Patologistas da fala-linguagem;;;
5;29-1128.00;Exercise Physiologists;Exercício de fisiologistas;223535;Enfermeiro nefrologista;0.6530612244897959
5;29-1131.00;Veterinarians;Veterinários;375110;Vitrinista;0.6363636363636364
3;29-1141.00;Registered Nurses;Enfermeiras registradas;223545;Enfermeira parteira;0.7619047619047619
3;29-1141.01;Acute Care Nurses;Enfermeiros de cuidados agudos;223515;Enfermeiro de bordo;0.6530612244897959
5;29-1141.02;Advanced Practice Psychiatric Nurses;Prática avançada Enfermeiras psiquiátricas;223550;Enfermeiro psiquiátrico;0.6461538461538462
3;29-1141.03;Critical Care Nurses;Enfermeiros de cuidados críticos;223520;Enfermeiro de centro cirúrgico;0.7096774193548387
5;29-1141.04;Clinical Nurse Specialists;Especialistas clínicos em enfermagem;752305;Especialista em cerâmica;0.6666666666666666
5;29-1151.00;Nurse Anesthetists;Enfermeira anestesista;223525;Enfermeiro intensivista;0.8
5;29-1161.00;Nurse Midwives;Enfermeira parteira;223545;Enfermeira parteira;1.0
5;29-1171.00;Nurse Practitioners;Profissionais de enfermagem;233125;Professor de técnicas de enfermagem;0.7419354838709677
5;29-1181.00;Audiologists;Audiologistas;225115;Angiologista;0.8
5;29-1181.00;Audiologists;Audiologistas;225285;Andrologista;0.8
5;29-1181.00;Audiologists;Audiologistas;225320;Radiologista;0.8
5;29-1199.01;Acupuncturists;Acupunturistas;322105;Acupunturista;0.9629629629629629
5;29-1199.04;Naturopathic Physicians;Médicos Naturopáticos;225154;Médico antroposófico;0.7317073170731707
5;29-1199.05;Orthoptists;Ortopedistas;225270;Ortopedista;0.9565217391304348
4;29-2011.00;Medical and Clinical Laboratory Technologists;Tecnólogos de Laboratório Médico e Clínico;324205;Técnico de laboratório médico;0.676056338028169
4;29-2011.01;Cytogenetic Technologists;Tecnólogos citogenéticos;214930;Tecnólogo gráfico;0.6829268292682927
5;29-2011.02;Cytotechnologists;Citotecnologistas;324215;Citotecnologista;0.9696969696969697
3;29-2011.03;Histotechnologists and Histologic Technicians;Histotecnologistas e técnicos histológicos;201215;Especialista em ensaios metrológicos;0.6410256410256411
3;29-2012.00;Medical and Clinical Laboratory Technicians;Técnicos de Laboratório Médico e Clínico;324205;Técnico de laboratório médico;0.782608695652174
3;29-2021.00;Dental Hygienists;Higienistas dentários;214940;Higienista industrial;0.6666666666666666
3;29-2021.00;Dental Hygienists;Higienistas dentários;374215;Maquinista de cenário;0.6666666666666666
3;29-2031.00;Cardiovascular Technologists and Technicians;Tecnólogos e Técnicos em Cardiovasculares;;;
3;29-2032.00;Diagnostic Medical Sonographers;Sonographers médicos de diagnóstico;;;
3;29-2033.00;Nuclear Medicine Technologists;Tecnólogos de Medicina Nuclear;214280;Tecnólogo em edificações;0.6666666666666666
3;29-2034.00;Radiologic Technologists;Tecnologistas Radiologicos;142710;Tecnólogo em sistemas biomédicos;0.6551724137931034
3;29-2035.00;Magnetic Resonance Imaging Technologists;Tecnólogos de Imagem de Ressonância Magnética;322130;Tecnólogo em estética;0.6060606060606061
3;29-2041.00;Emergency Medical Technicians and Paramedics;Técnicos médicos de emergência e paramédicos;;;
2;29-2051.00;Dietetic Technicians;Técnicos Dietéticos;322505;Técnico ortopédico;0.7027027027027027
3;29-2052.00;Pharmacy Technicians;Técnicos de farmácia;325115;Técnico em farmácia;0.9230769230769231
3;29-2053.00;Psychiatric Technicians;Técnicos psiquiátricos;223550;Enfermeiro psiquiátrico;0.7111111111111111
3;29-2054.00;Respiratory Therapy Technicians;Técnicos de terapia respiratória;223625;Fisioterapeuta respiratória;0.711864406779661
3;29-2055.00;Surgical Technologists;Tecnólogos cirúrgicos;214930;Tecnólogo gráfico;0.7368421052631579
3;29-2056.00;Veterinary Technologists and Technicians;Tecnólogos e Técnicos Veterinários;222215;Tecnólogo em laticínios;0.631578947368421
3;29-2057.00;Ophthalmic Medical Technicians;Técnicos médicos oftalmológicos;325310;Técnico em imunobiológicos;0.6666666666666666
3;29-2061.00;Licensed Practical and Licensed Vocational Nurses;Enfermeiros Profissionais Licenciados e Profissionais Licenciados;;;
3;29-2071.00;Medical Records and Health Information Technicians;Registros médicos e técnicos de informação em saúde;;;
3;29-2081.00;Opticians, Dispensing;Ópticas, Distribuidora;223435;Farmacêutico em distribuidora;0.6274509803921569
5;29-2091.00;Orthotists and Prosthetists;Orthotists e Prosthetists;;;
3;29-2092.00;Hearing Aid Specialists;Especialistas em aparelhos auditivos;201215;Especialista em ensaios metrológicos;0.6388888888888888
3;29-2099.01;Neurodiagnostic Technologists;Tecnólogos de Neurodiagnóstico;214615;Tecnólogo em metalurgia;0.6415094339622641
3;29-2099.01;Neurodiagnostic Technologists;Tecnólogos de Neurodiagnóstico;222215;Tecnólogo em laticínios;0.6415094339622641
3;29-2099.05;Ophthalmic Medical Technologists;Tecnólogos médicos oftalmológicos;324125;Tecnólogo em oftalmologia;0.7586206896551724
3;29-2099.06;Radiologic Technicians;Técnicos Radiologicos;225320;Médico radiologista;0.7
3;29-2099.06;Radiologic Technicians;Técnicos Radiologicos;710115;Técnico de geologia;0.7
3;29-2099.07;Surgical Assistants;Assistentes cirúrgicos;411010;Assistente de escritório;0.6956521739130435
4;29-9011.00;Occupational Health and Safety Specialists;Especialistas em saúde e segurança no trabalho;212320;Especialista em segurança da informação;0.7294117647058823
3;29-9012.00;Occupational Health and Safety Technicians;Técnicos de Saúde e Segurança Ocupacional;351605;Técnico em segurança industrial;0.6388888888888888
5;29-9091.00;Athletic Trainers;Treinadores atléticos;224125;Treinador esportivo;0.7
5;29-9092.00;Genetic Counselors;Conselheiros Genéticos;515315;Conselheiro de dependente químico;0.6545454545454545
4;29-9099.01;Midwives;Parteiras;515115;Parteira;0.9411764705882353
2;31-1011.00;Home Health Aides;Assistentes de saúde em casa;354125;Assistente de vendas;0.7083333333333334
2;31-1013.00;Psychiatric Aides;Assistentes psiquiátricos;515115;Assistente de parto;0.6363636363636364
2;31-1014.00;Nursing Assistants;Assistentes de enfermagem;515110;Atendente de enfermagem;0.8333333333333334
2;31-1015.00;Orderlies;Orderlies;;;
3;31-2011.00;Occupational Therapy Assistants;Assistentes de terapia ocupacional;234455;Professor de terapia ocupacional;0.7575757575757576
3;31-2012.00;Occupational Therapy Aides;Assistentes de terapia ocupacional;234455;Professor de terapia ocupacional;0.7575757575757576
3;31-2021.00;Physical Therapist Assistants;Assistentes de fisioterapeuta;517330;Assistente de segurança;0.7307692307692307
