"CBO2002";"CIUO88";"titulo"
"612115";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612105";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612110";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612125";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612210";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612220";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612225";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612205";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612315";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612320";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612415";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612410";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612420";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"612510";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612515";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612625";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612610";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612615";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612605";"6111";"Agricultores y trabajadores calificados de cultivos extensivos"
"612730";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612725";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612705";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612710";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612715";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612720";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612735";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612740";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612810";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"612805";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"613105";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613125";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613210";"6121";"Criadores de ganado y otros animales domésticos, productores de leche y sus derivados"
"613310";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"613415";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"613410";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"613405";"3131";"Fotógrafos y operadores de equipos de grabación de imagen y sonido"
"613420";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"622005";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622405";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622415";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622420";"6113";"Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines"
"622510";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"622710";"6112";"Agricultores y trabajadores calificados de plantaciones de árboles y arbustos"
"623025";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623030";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623310";"6129";"Criadores y trabajadores pecuarios calificados de la cría de animales para el mercado y afines, no clasificados bajo otros epígrafes"
"623405";"6123";"Apicultores y sericicultores y trabajadores calificados de la apicultura y la sericicultura"
"630105";"6141";"Taladores y otros trabajadores forestales"
"631015";"6153";"Pescadores de alta mar"
"631315";"6151";"Criadores de especies acuáticas"
"631310";"6151";"Criadores de especies acuáticas"
"631305";"6151";"Criadores de especies acuáticas"
"631405";"6153";"Pescadores de alta mar"
"631420";"6153";"Pescadores de alta mar"
"631415";"6153";"Pescadores de alta mar"
"632360";"6141";"Taladores y otros trabajadores forestales"
"632350";"6141";"Taladores y otros trabajadores forestales"
"632345";"6141";"Taladores y otros trabajadores forestales"
"632335";"6141";"Taladores y otros trabajadores forestales"
"632330";"6141";"Taladores y otros trabajadores forestales"
"632320";"6141";"Taladores y otros trabajadores forestales"
"632315";"6141";"Taladores y otros trabajadores forestales"
"632305";"6141";"Taladores y otros trabajadores forestales"
"632405";"6141";"Taladores y otros trabajadores forestales"
"632415";"6141";"Taladores y otros trabajadores forestales"
"632420";"6141";"Taladores y otros trabajadores forestales"
"632510";"6141";"Taladores y otros trabajadores forestales"
"632525";"6141";"Taladores y otros trabajadores forestales"
"632610";"6142";"Carboneros de carbón vegetal y afines"
"632615";"6142";"Carboneros de carbón vegetal y afines"
"642010";"6141";"Taladores y otros trabajadores forestales"
"642005";"6141";"Taladores y otros trabajadores forestales"
"643005";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"643010";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"643015";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"643020";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"643025";"8331";"Operadores de maquinaria agrícola y forestal motorizada"
"710115";"7111";"Mineros y canteros"
"710125";"7111";"Mineros y canteros"
"711205";"8324";"Conductores de camiones pesados"
"711210";"8111";"Operadores de instalaciones mineras"
"711245";"8332";"Operadores de máquinas de movimiento de tierras y afines"
"711235";"8111";"Operadores de instalaciones mineras"
"712125";"8112";"Operadores de instalaciones de procesamiento de minerales y rocas"
"716540";"7132";"Parqueteros y colocadores de suelos"
"722405";"8124";"Operadores de máquinas trefiladoras y estiradoras de metales"
"725005";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"725025";"7223";"Reguladores y reguladores-operadores de máquinas herramientas"
"725505";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"725510";"8281";"Montadores de mecanismos y elementos mecánicos de máquinas"
"731325";"7244";"Instaladores y reparadores de telégrafos y teléfonos"
"731310";"7244";"Instaladores y reparadores de telégrafos y teléfonos"
"732140";"7245";"Instaladores y reparadores de líneas eléctricas"
"751130";"7313";"Joyeros, orfebres y plateros"
"760205";"7441";"Apelambradores, pellejeros y curtidores"
"760305";"7436";"Costureros, bordadores y afines"
"760505";"7441";"Apelambradores, pellejeros y curtidores"
"761245";"8262";"Operadores de telares y otras máquinas tejedoras"
"761215";NA;NA
"761210";NA;NA
"762120";"7441";"Apelambradores, pellejeros y curtidores"
"762320";"7441";"Apelambradores, pellejeros y curtidores"
"762345";"7441";"Apelambradores, pellejeros y curtidores"
"763125";"7435";"Patronistas y cortadores de tela, cuero y afine"
"763105";"7435";"Patronistas y cortadores de tela, cuero y afine"
"763315";"8263";"Operadores de máquinas para coser"
"764005";"7442";"Zapateros y afines"
"765240";"7437";"Tapiceros, colchoneros y afines"
"766155";"7341";"Cajistas, tipógrafos y afines"
"766140";"7341";"Cajistas, tipógrafos y afines"
"766135";"7341";"Cajistas, tipógrafos y afines"
"766130";"7343";"Grabadores de imprenta y fotograbadores"
"766240";"8251";"Operadores de máquinas de imprenta"
"766235";"8251";"Operadores de máquinas de imprenta"
"766210";"8251";"Operadores de máquinas de imprenta"
"768710";"7345";"Encuadernadores y afines"
"773410";"8240";"Operadores de máquinas para fabricar productos de madera"
"773405";"8240";"Operadores de máquinas para fabricar productos de madera"
"773420";"8240";"Operadores de máquinas para fabricar productos de madera"
"773505";"8240";"Operadores de máquinas para fabricar productos de madera"
"773510";"8240";"Operadores de máquinas para fabricar productos de madera"
"781110";"8172";"Operadores de robots industriales"
"781105";"8172";"Operadores de robots industriales"
"781305";"8172";"Operadores de robots industriales"
"782320";"8322";"Conductores de automóviles, taxis y camionetas"
"782405";"8323";"Conductores de autobuses y tranvías"
"782720";"8340";"Marineros de cubierta y afines"
"782730";"8340";"Marineros de cubierta y afines"
"782725";"8340";"Marineros de cubierta y afines"
"782735";"8340";"Marineros de cubierta y afines"
"782815";"9332";"Conductores de vehículos y máquinas de tracción animal"
"783240";"9333";"Peones de carga"
"783235";"9333";"Peones de carga"
"783230";"9333";"Peones de carga"
"791105";"7432";"Tejedores con telares o de tejidos de punto afines"
"791110";"7432";"Tejedores con telares o de tejidos de punto afines"
"791115";"7432";"Tejedores con telares o de tejidos de punto afines"
"791120";"7432";"Tejedores con telares o de tejidos de punto afines"
"791125";"7432";"Tejedores con telares o de tejidos de punto afines"
"791160";"7432";"Tejedores con telares o de tejidos de punto afines"
"791135";"7432";"Tejedores con telares o de tejidos de punto afines"
"791140";"7432";"Tejedores con telares o de tejidos de punto afines"
"791145";"7432";"Tejedores con telares o de tejidos de punto afines"
"791150";"7432";"Tejedores con telares o de tejidos de punto afines"
"791155";"7432";"Tejedores con telares o de tejidos de punto afines"
"791130";"7432";"Tejedores con telares o de tejidos de punto afines"
"810305";"8221";"Operadores de máquinas para fabricar productos farmacéuticos y cosméticos"
"811325";"8153";"Operadores de equipos de filtración y separación de sustancias químicas"
"811640";"8159";"Operadores de instalaciones de tratamientos químicos. no clasificados bajo otros epígrafes"
"811815";NA;NA
"812110";"8222";"Operadores de máquinas para fabricar municiones y explosivos"
"813125";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"813110";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"813130";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"813120";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"813115";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"813105";"8229";"Operadores de máquinas para fabricar productos químicos, no clasificados bajo otros epígrafes"
"820105";"8122";"Operadores de homos de segunda fusión, máquinas de colar y moldear metales y trenes de laminación"
"820210";"7322";"Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio"
"821105";"8223";"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales"
"823135";"8139";"Operadores de instalaciones de vidriería, cerámica y afines, no clasificados bajo otros epígrafes"
"842135";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842120";"7416";"Preparadores y elaboradores de tabaco y sus productos"
"842205";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842225";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"842235";"8279";"Operadores de máquinas para elaborar productos del tabaco"
"848425";"7415";"Catadores y clasificadores de alimentos y bebidas"
"862160";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"862510";"8163";"Operadores de incineradores, instalaciones de tratamiento de agua y afines"
"910120";"7242";"Ajustadores electronicistas"
"910125";"7242";"Ajustadores electronicistas"
"910205";"7231";"Mecánicos y ajustadores de vehículos de motor"
"910210";"7231";"Mecánicos y ajustadores de vehículos de motor"
"910905";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"911125";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911115";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"911135";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"914205";"7231";"Mecánicos y ajustadores de vehículos de motor"
"914410";"7231";"Mecánicos y ajustadores de vehículos de motor"
"915110";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"915205";"7312";"Constructores y afinadores de instrumentos musicales"
"915215";"7312";"Constructores y afinadores de instrumentos musicales"
"915305";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"915405";"7311";"Mecánicos y reparadores de instrumentos de precisión"
"919205";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"919305";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"919315";"7233";"Mecánicos y ajustadores de máquinas agrícolas e industriales"
"950205";"7421";"Operarios del tratamiento de la madera"
"951315";"7242";"Ajustadores electronicistas"
"951320";"7242";"Ajustadores electronicistas"
"951310";"7242";"Ajustadores electronicistas"
"951305";"7242";"Ajustadores electronicistas"
"954105";"7241";"Mecánicos y ajustadores electricistas"
"954110";"7241";"Mecánicos y ajustadores electricistas"
"954115";"7241";"Mecánicos y ajustadores electricistas"
"991110";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"991115";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"991120";"8312";"Guardafrenos, guardagujas y agentes de maniobras"
"991305";"7213";"Chapistas y caldereros"
"991315";"7213";"Chapistas y caldereros"
"992105";"8231";"Operadores de máquinas para fabricar productos de caucho"
"992120";"8231";"Operadores de máquinas para fabricar productos de caucho"
"992110";"8231";"Operadores de máquinas para fabricar productos de caucho"
"992205";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"992220";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"992215";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"992210";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"992225";"9312";"Peones de obras públicas y mantenimiento: carreteras, presas y obras similares"
"20105";"0110";"Fuerzas armadas"
"20205";"0110";"Fuerzas armadas"
"21105";"0110";"Fuerzas armadas"
"21210";"0110";"Fuerzas armadas"
"10110";"0110";"Fuerzas armadas"
"10115";"0110";"Fuerzas armadas"
"21110";"0110";"Fuerzas armadas"
"21205";"0110";"Fuerzas armadas"
"111105";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111110";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111115";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111120";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111225";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111330";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111345";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111305";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111320";"1110";"Miembros del poder ejecutivo y de los cuerpos legislativos"
"111405";"1120";"Personal directivo de la administración pública"
"111410";"1120";"Personal directivo de la administración pública"
"111415";"1120";"Personal directivo de la administración pública"
"114405";"1143";"Dirigentes y administradores de organizaciones humanitarias y de otras organizaciones especializadas"
"121010";"1210";"Directores generales y gerentes generales de empresa"
"121005";"1210";"Directores generales y gerentes generales de empresa"
"122205";"1222";"Directores de departamentos de producción y operaciones, industrias manufactureras"
"122515";"1225";"Directores de departamentos de producción y operaciones, restauración y hostelería"
"141605";"1226";"Directores de departamentos de producción y operaciones, transporte, almacenamiento y comunicaciones"
"141610";"1226";"Directores de departamentos de producción y operaciones, transporte, almacenamiento y comunicaciones"
"141615";"1226";"Directores de departamentos de producción y operaciones, transporte, almacenamiento y comunicaciones"
"122705";"1227";"Directores de departamentos de producción y operaciones, empresas de intermediación y servicios a empresas"
"131105";"1229";"Directores de departamentos de producción y operaciones, no clasificados bajo otros epígrafes"
"131205";"1229";"Directores de departamentos de producción y operaciones, no clasificados bajo otros epígrafes"
"123110";"1231";"Directores de departamentos financieros y administrativos"
"123105";"1231";"Directores de departamentos financieros y administrativos"
"123115";"1231";"Directores de departamentos financieros y administrativos"
"142210";"1232";"Directores de departamentos de personal y de relaciones laborales"
"142205";"1232";"Directores de departamentos de personal y de relaciones laborales"
"142305";"1233";"Directores de departamentos de ventas y comercialización"
"123305";"1233";"Directores de departamentos de ventas y comercialización"
"142320";"1233";"Directores de departamentos de ventas y comercialización"
"142405";"1233";"Directores de departamentos de ventas y comercialización"
"142410";"1233";"Directores de departamentos de ventas y comercialización"
"142310";"1234";"Directores de departamentos de publicidad y de relaciones públicas"
"142515";"1236";"Directores de departamentos de servicios de informática"
"142510";"1236";"Directores de departamentos de servicios de informática"
"142605";"1236";"Directores de departamentos de servicios de informática"
"142705";"1239";"Otros directores de departamentos, no clasificados bajo otros epígrafes"
"142315";"1239";"Otros directores de departamentos, no clasificados bajo otros epígrafes"
"141115";"1311";"Gerentes de empresas de agricultura, caza, silvicultura y pesca"
"141105";"1311";"Gerentes de empresas de agricultura, caza, silvicultura y pesca"
"141110";"1311";"Gerentes de empresas de agricultura, caza, silvicultura y pesca"
"141120";"1311";"Gerentes de empresas de agricultura, caza, silvicultura y pesca"
"141205";"1312";"Gerentes de industrias manufactureras"
"141305";"1313";"Gerentes de empresas de construcción y obras públicas"
"141420";"1314";"Gerentes de comercios mayoristas y minoristas"
"141410";"1314";"Gerentes de comercios mayoristas y minoristas"
"141405";"1314";"Gerentes de comercios mayoristas y minoristas"
"141415";"1314";"Gerentes de comercios mayoristas y minoristas"
"141505";"1315";"Gerentes de empresas de restauración y hostelería"
"141510";"1315";"Gerentes de empresas de restauración y hostelería"
"141515";"1315";"Gerentes de empresas de restauración y hostelería"
"141520";"1315";"Gerentes de empresas de restauración y hostelería"
"141710";"1317";"Gerentes de empresas de intermediación y servicios a empresas"
"141720";"1317";"Gerentes de empresas de intermediación y servicios a empresas"
"141715";"1317";"Gerentes de empresas de intermediación y servicios a empresas"
"141705";"1317";"Gerentes de empresas de intermediación y servicios a empresas"
"141725";"1317";"Gerentes de empresas de intermediación y servicios a empresas"
"131115";"1318";"Gerentes de empresas de servicios de cuidados Personales, limpieza y servicios similares"
"131120";"1318";"Gerentes de empresas de servicios de cuidados Personales, limpieza y servicios similares"
"131210";"1318";"Gerentes de empresas de servicios de cuidados Personales, limpieza y servicios similares"
"131315";"1318";"Gerentes de empresas de servicios de cuidados Personales, limpieza y servicios similares"
"213105";"2111";"Físicos y astrónomos"
"213150";"2111";"Físicos y astrónomos"
"213175";"2111";"Físicos y astrónomos"
"213160";"2111";"Físicos y astrónomos"
"213110";"2111";"Físicos y astrónomos"
"213155";"2111";"Físicos y astrónomos"
"213125";"2111";"Físicos y astrónomos"
"213135";"2111";"Físicos y astrónomos"
"213305";"2111";"Físicos y astrónomos"
"213120";"2111";"Físicos y astrónomos"
"213315";"2112";"Meteorólogos"
"213210";"2113";"Químicos"
"213205";"2113";"Químicos"
"213415";"2114";"Geólogos y geofísicos"
"213420";"2114";"Geólogos y geofísicos"
"213405";"2114";"Geólogos y geofísicos"
"213310";"2114";"Geólogos y geofísicos"
"203120";"2121";"Matemáticos y afines"
"211115";"2121";"Matemáticos y afines"
"211110";"2121";"Matemáticos y afines"
"211105";"2121";"Matemáticos y afines"
"211205";"2122";"Estadísticos"
"211210";"2122";"Estadísticos"
"212405";"2131";"Creadores y analistas de sistemas informáticos"
"212420";"2131";"Creadores y analistas de sistemas informáticos"
"212410";"2131";"Creadores y analistas de sistemas informáticos"
"212415";"2131";"Creadores y analistas de sistemas informáticos"
"214105";"2141";"Arquitectos, urbanistas e ingenieros de tránsito"
"214125";"2141";"Arquitectos, urbanistas e ingenieros de tránsito"
"214120";"2141";"Arquitectos, urbanistas e ingenieros de tránsito"
"214110";"2141";"Arquitectos, urbanistas e ingenieros de tránsito"
"214115";"2141";"Arquitectos, urbanistas e ingenieros de tránsito"
"214205";"2142";"Ingenieros civiles"
"214215";"2142";"Ingenieros civiles"
"214255";"2142";"Ingenieros civiles"
"214210";"2142";"Ingenieros civiles"
"214225";"2142";"Ingenieros civiles"
"214245";"2142";"Ingenieros civiles"
"214265";"2142";"Ingenieros civiles"
"214230";"2142";"Ingenieros civiles"
"214260";"2142";"Ingenieros civiles"
"214240";"2142";"Ingenieros civiles"
"203205";"2142";"Ingenieros civiles"
"214250";"2142";"Ingenieros civiles"
"214270";"2142";"Ingenieros civiles"
"203215";"2143";"Ingenieros electricistas"
"214305";"2143";"Ingenieros electricistas"
"214320";"2143";"Ingenieros electricistas"
"214365";"2144";"Ingenieros electronicistas y de telecomunicaciones"
"214310";"2144";"Ingenieros electronicistas y de telecomunicaciones"
"214325";"2144";"Ingenieros electronicistas y de telecomunicaciones"
"214340";"2144";"Ingenieros electronicistas y de telecomunicaciones"
"214330";"2144";"Ingenieros electronicistas y de telecomunicaciones"
"214405";"2145";"Ingenieros mecánicos"
"214430";"2145";"Ingenieros mecánicos"
"214425";"2145";"Ingenieros mecánicos"
"214410";"2145";"Ingenieros mecánicos"
"214415";"2145";"Ingenieros mecánicos"
"214420";"2145";"Ingenieros mecánicos"
"214510";"2146";"Ingenieros químicos"
"214505";"2146";"Ingenieros químicos"
"214525";"2146";"Ingenieros químicos"
"214520";"2146";"Ingenieros químicos"
"214610";"2147";"Ingenieros de minas y metalúrgicos y afines"
"214605";"2147";"Ingenieros de minas y metalúrgicos y afines"
"214705";"2147";"Ingenieros de minas y metalúrgicos y afines"
"214725";"2147";"Ingenieros de minas y metalúrgicos y afines"
"214805";"2148";"Cartógrafos y agrimensores"
"214810";"2148";"Cartógrafos y agrimensores"
"312315";"2148";"Cartógrafos y agrimensores"
"312320";"2148";"Cartógrafos y agrimensores"
"214905";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"214925";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"214915";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"214910";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"203210";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"252510";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"142105";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"142115";"2149";"Arquitectos, ingenieros y afines, no clasificados bajo otros epígrafes"
"203020";"2211";"Biólogos, botánicos, zoólogos y afines"
"221105";"2211";"Biólogos, botánicos, zoólogos y afines"
"203025";"2211";"Biólogos, botánicos, zoólogos y afines"
"203005";"2211";"Biólogos, botánicos, zoólogos y afines"
"203010";"2211";"Biólogos, botánicos, zoólogos y afines"
"203015";"2211";"Biólogos, botánicos, zoólogos y afines"
"222110";"2213";"Agrónomos y afines"
"222120";"2213";"Agrónomos y afines"
"222115";"2213";"Agrónomos y afines"
"222105";"2213";"Agrónomos y afines"
"223208";"2222";"Odontólogos"
"223272";"2222";"Odontólogos"
"223268";"2222";"Odontólogos"
"223212";"2222";"Odontólogos"
"223240";"2222";"Odontólogos"
"223244";"2222";"Odontólogos"
"223236";"2222";"Odontólogos"
"223256";"2222";"Odontólogos"
"223260";"2222";"Odontólogos"
"223248";"2222";"Odontólogos"
"223305";"2223";"Veterinarios"
"223310";"2223";"Veterinarios"
"223405";"2224";"Farmacéuticos"
"223710";"2229";"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"223705";"2229";"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"223910";"2229";"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"223605";"2229";"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"223905";"2229";"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"223810";"2229";"Médicos y profesionales afines (excepto el personal de enfermería y partería), no clasificados bajo otros epígrafes"
"223505";"2230";"Personal de enfermería y partería de nivel superior"
"223560";"2230";"Personal de enfermería y partería de nivel superior"
"223530";"2230";"Personal de enfermería y partería de nivel superior"
"223545";"2230";"Personal de enfermería y partería de nivel superior"
"223520";"2230";"Personal de enfermería y partería de nivel superior"
"223525";"2230";"Personal de enfermería y partería de nivel superior"
"223555";"2230";"Personal de enfermería y partería de nivel superior"
"223550";"2230";"Personal de enfermería y partería de nivel superior"
"234505";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234520";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234510";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234515";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234210";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234205";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234310";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234305";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234115";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234805";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234810";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234815";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234730";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234705";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234735";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234745";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234720";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234770";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234740";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234760";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234315";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234405";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234435";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234420";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234415";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234425";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234430";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234624";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234616";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234648";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234672";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234604";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234620";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234660";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234676";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"131305";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234320";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234215";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234125";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234910";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234410";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234715";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"234725";"2310";"Profesores de universidades y otros establecimientos de la enseñanza superior"
"232145";"2320";"Profesores de la enseñanza secundaria"
"232150";"2320";"Profesores de la enseñanza secundaria"
"232135";"2320";"Profesores de la enseñanza secundaria"
"232140";"2320";"Profesores de la enseñanza secundaria"
"232160";"2320";"Profesores de la enseñanza secundaria"
"232155";"2320";"Profesores de la enseñanza secundaria"
"232130";"2320";"Profesores de la enseñanza secundaria"
"232165";"2320";"Profesores de la enseñanza secundaria"
"232110";"2320";"Profesores de la enseñanza secundaria"
"232115";"2320";"Profesores de la enseñanza secundaria"
"233130";"2320";"Profesores de la enseñanza secundaria"
"233120";"2320";"Profesores de la enseñanza secundaria"
"233115";"2320";"Profesores de la enseñanza secundaria"
"233125";"2320";"Profesores de la enseñanza secundaria"
"233110";"2320";"Profesores de la enseñanza secundaria"
"233135";"2320";"Profesores de la enseñanza secundaria"
"233210";"2320";"Profesores de la enseñanza secundaria"
"233215";"2320";"Profesores de la enseñanza secundaria"
"233205";"2320";"Profesores de la enseñanza secundaria"
"231305";"2331";"Maestros de nivel superior de la enseñanza primaria"
