CODIGO;TITULO;trad;Job_Zone;code;prox;title
239405;Coordenador pedagógico;Pedagogical Coordinator;2;53-1021.01;0.6222222222222222;Recycling Coordinators
239410;Orientador educacional;Educational advisor;3;39-9041.00;0.6153846153846154;Residential Advisors
239415;Pedagogo;The teacher;5;19-3022.00;0.5517241379310345;Survey Researchers
239420;Professor de técnicas e recursos audiovisuais;Professor of audiovisual techniques and resources;;;;
239425;Psicopedagogo;Psychopedagogue;;;;
239430;Supervisor de ensino;Teaching supervisor;2;39-1011.00;0.7567567567567568;Gaming Supervisors
239435;Designer educacional;Educational Designer;3;27-1022.00;0.7027027027027027;Fashion Designers
241040;Consultor jurídico;Legal consultant;3;31-9091.00;0.5454545454545454;Dental Assistants
241035;Advogado (direito do trabalho);Lawyer (labor law);;;;
241030;Advogado (áreas especiais);Lawyer (special areas);1;39-2021.00;0.5106382978723404;Nonfarm Animal Caretakers
241025;Advogado (direito penal);Lawyer (criminal law);;;;
241020;Advogado (direito público);Lawyer (public law);;;;
241015;Advogado (direito civil);Lawyer (civil law);;;;
241010;Advogado de empresa;Company Lawyer;4;11-9199.02;0.6060606060606061;Compliance Managers
241005;Advogado;Lawyer;5;23-1011.00;0.9230769230769231;Lawyers
241205;Advogado da união;Union Attorney;;;;
241220;Procurador do estado;State Attorney;;;;
241215;Procurador da fazenda nacional;National Farm Prosecutor;3;53-6051.01;0.5581395348837209;Aviation Inspectors
241230;Procurador federal;Federal prosecutor;2;47-4031.00;0.5625;Fence Erectors
241235;Procurador fundacional;Founding attorney;;;;
241210;Procurador autárquico;Autarchic Attorney;5;29-9091.00;0.5142857142857142;Athletic Trainers
241225;Procurador do município;County Attorney;4;21-1094.00;0.5641025641025641;Community Health Workers
241320;Oficial do registro de distribuições;Distribution Logs Officer;2;47-2061.00;0.5652173913043478;Construction Laborers
241330;Oficial do registro de títulos e documentos;Official of the registry of titles and documents;;;;
241315;Oficial do registro civil de pessoas naturais;Civil registration officer of natural persons;2;33-3012.00;0.5384615384615384;Correctional Officers and Jailers
241310;Oficial do registro civil de pessoas jurídicas;Civil registration officer of legal entities;;;;
241305;Oficial de registro de contratos marítimos;Official registry of maritime contracts;;;;
241335;Tabelião de notas;Notary notes;3;39-9011.01;0.5263157894736842;Nannies
241325;Oficial do registro de imóveis;Real Estate Registration Officer;4;41-9021.00;0.6274509803921569;Real Estate Brokers
241340;Tabelião de protestos;Protest Notary;;;;
242235;Promotor de justiça;Justice promoter;5;19-2011.00;0.5185185185185185;Astronomers
242220;Procurador do trabalho;Job attorney;;;;
242205;Procurador da república;Attorney of the Republic;;;;
242250;Subprocurador-geral do trabalho;Assistant Attorney General for Labor;;;;
242245;Subprocurador-geral da república;Deputy Attorney General of the Republic;;;;
242240;Subprocurador de justiça militar;Deputy prosecutor for military justice;;;;
242230;Procurador regional do trabalho;Regional Labor Attorney;2;51-9081.00;0.5384615384615384;Dental Laboratory Technicians
242225;Procurador regional da república;Regional Attorney of the Republic;;;;
242210;Procurador de justiça;Justice attorney;4;27-2041.01;0.5161290322580645;Music Directors
242215;Procurador de justiça militar;Military prosecutor;4;27-2041.01;0.5294117647058824;Music Directors
242305;Delegado de polícia;Police officer;3;33-3051.01;0.7777777777777778;Police Patrol Officers
242405;Defensor público;Public defender;;;;
242410;Procurador da assistência judiciária;Attorney for legal aid;;;;
242910;Oficial técnico de inteligência;Technical intelligence officer;4;27-3042.00;0.5957446808510638;Technical Writers
242905;Oficial de inteligência;Intelligence officer;4;33-3021.06;0.6341463414634146;Intelligence Analysts
251105;Antropólogo;Anthropologist;5;19-3091.01;0.9655172413793104;Anthropologists
251110;Arqueólogo;Archaeologist;5;19-3091.02;0.9230769230769231;Archeologists
251115;Cientista político;Political scientist;5;19-3094.00;0.9230769230769231;Political Scientists
251120;Sociólogo;Sociologist;5;19-3041.00;0.9565217391304348;Sociologists
251205;Economista;Economist;5;19-3011.00;0.9473684210526315;Economists
251215;Economista financeiro;Financial economist;4;13-2051.00;0.7027027027027027;Financial Analysts
251210;Economista agroindustrial;Agroindustrial economist;5;19-2041.03;0.7111111111111111;Industrial Ecologists
251220;Economista industrial;Industrial economist;5;19-2041.03;0.8292682926829268;Industrial Ecologists
251225;Economista do setor público;Public Sector Economist;5;19-3011.00;0.5454545454545454;Economists
251230;Economista ambiental;Environmental economist;5;19-3011.01;0.9361702127659575;Environmental Economists
251235;Economista regional e urbano;Regional and urban economist;5;19-1013.00;0.5660377358490566;Soil and Plant Scientists
251305;Geógrafo;Geographer;5;19-3092.00;0.9523809523809523;Geographers
251405;Filósofo;Philosopher;3;27-4021.00;0.6666666666666666;Photographers
251550;Psicanalista;Psychoanalyst;5;29-1066.00;0.6153846153846154;Psychiatrists
251545;Neuropsicólogo;Neuropsicólogo;5;29-1069.04;0.6153846153846154;Neurologists
251540;Psicólogo do trabalho;Work Psychologist;5;19-3031.01;0.7567567567567568;School Psychologists
251535;Psicólogo do trânsito;Traffic Psychologist;5;19-3031.02;0.7142857142857143;Clinical Psychologists
251530;Psicólogo social;Social psychologist;5;19-3031.01;0.7692307692307693;School Psychologists
251505;Psicólogo educacional;Educational Psychologist;5;19-3031.01;0.7272727272727273;School Psychologists
251515;Psicólogo do esporte;Sports Psychologist;5;19-3031.01;0.7692307692307693;School Psychologists
251510;Psicólogo clínico;Clinical psychologist;5;19-3031.02;0.9302325581395349;Clinical Psychologists
251520;Psicólogo hospitalar;Hospital Psychologist;5;19-3031.02;0.7441860465116279;Clinical Psychologists
251525;Psicólogo jurídico;Legal psychologist;5;19-3031.02;0.7;Clinical Psychologists
251555;Psicólogo acupunturista;Acupuncturist psychologist;5;29-1199.01;0.7;Acupuncturists
251605;Assistente social;Social worker;5;21-1022.00;0.631578947368421;Healthcare Social Workers
251610;Economista doméstico;Domestic economist;5;19-3011.01;0.6190476190476191;Environmental Economists
252105;Administrador;Administrator;3;15-1199.03;0.8387096774193549;Web Administrators
252205;Auditor (contadores e afins);Auditor (accountants and related);;;;
252210;Contador;Contador;4;13-1051.00;0.5217391304347826;Cost Estimators
252215;Perito contábil;Accounting expert;4;13-2011.01;0.6428571428571429;Accountants
252320;Tecnólogo em secretariado escolar;Technologist in school secretariat;3;29-2056.00;0.5405405405405406;Veterinary Technologists and Technicians
252315;Secretária trilíngüe;Trilingual desk;3;39-7012.00;0.5714285714285714;Travel Guides
252305;Secretária(o) executiva(o);Executive Secretary (o);3;43-6013.00;0.5238095238095238;Medical Secretaries
252310;Secretário  bilíngüe;Bilingual secretary;3;43-6012.00;0.6111111111111112;Legal Secretaries
252405;Analista de recursos humanos;Human resources analyst;4;11-3121.00;0.8085106382978723;Human Resources Managers
252545;Analista financeiro (instituições financeiras);Financial analyst (financial institutions);4;13-2051.00;0.5666666666666667;Financial Analysts
252540;Analista de produtos bancários;Banking Product Analyst;4;27-3021.00;0.6086956521739131;Broadcast News Analysts
252535;Analista de leasing;Analista de leasing;3;41-9022.00;0.5116279069767442;Real Estate Sales Agents
252550;Profissional de relações com investidores;Investor Relations Professional;4;13-1075.00;0.5862068965517241;Labor Relations Specialists
252530;Analista de crédito rural;Rural credit analyst;4;13-2041.00;0.6857142857142857;Credit Analysts
252505;Administrador de fundos e carteiras de investimento;Administrator of investment funds and portfolios;5;11-9032.00;0.5333333333333333;Education Administrators, Elementary and Secondary School
252525;Analista de crédito (instituições financeiras);Credit Analyst (Financial Institutions);4;13-2041.00;0.5555555555555556;Credit Analysts
252515;Analista de cobrança (instituições financeiras);Accounts Receivable Analyst (financial institutions);;;;
252510;Analista de câmbio;Exchange Analyst;5;13-1111.00;0.6857142857142857;Management Analysts
252605;Gestor em segurança;Security Manager;4;11-9199.07;0.9696969696969697;Security Managers
252725;Analista de gestão de estoque;Inventory Management Analyst;5;13-1111.00;0.7659574468085106;Management Analysts
252720;Analista de projetos logisticos;Logistics Project Analyst;4;13-1081.02;0.7906976744186046;Logistics Analysts
252715;Analista de logistica;Logistics analyst;4;13-1081.02;0.9142857142857143;Logistics Analysts
252705;Analista de pcp (programação e controle da produção);Analist of pcp (programming and production control);;;;
252710;Analista de planejamento de materias;Material Planning Analyst;5;19-2041.01;0.625;Climate Change Analysts
253135;Diretor de contas (publicidade);Director of accounts (advertising);;;;
253130;Diretor de criação;Creation director;4;27-1011.00;0.6666666666666666;Art Directors
253125;Diretor de arte (publicidade);Art director (advertising);4;27-1011.00;0.6153846153846154;Art Directors
253120;Diretor de mídia (publicidade);Director of media (advertising);;;;
253115;Publicitário;Advertising;3;41-3011.00;0.6285714285714286;Advertising Sales Agents
253140;Agenciador de propaganda;Advertising agent;3;41-3011.00;0.8292682926829268;Advertising Sales Agents
253110;Redator de publicidade;Advertising editor;3;41-3011.00;0.6666666666666666;Advertising Sales Agents
253205;Gerente de captação (fundos e investimentos institucionais);Fundraising manager (funds and institutional investments);2;47-2073.00;0.5210084033613446;Operating Engineers and Other Construction Equipment Operators
253210;Gerente de clientes especiais (private);Special customers manager (private);4;27-2012.05;0.5396825396825397;Technical Directors/Managers
253215;Gerente de contas - pessoa física e jurídica;Account manager - individual and legal;;;;
253220;Gerente de grandes contas (corporate);Senior Account Manager (corporate);;;;
253225;Operador de negócios;Business Operator;3;51-5112.00;0.6829268292682927;Printing Press Operators
253305;Corretor de valores, ativos financeiros, mercadorias e derivativos;Securities broker, financial assets, commodities and derivatives;4;41-3031.03;0.6122448979591837;Securities and Commodities Traders
254105;Auditor-fiscal da receita federal;Federal Revenue Auditor;3;13-1199.01;0.5263157894736842;Energy Auditors
254110;Técnico da receita federal;Federal Revenue Technician;3;19-4011.02;0.68;Food Science Technicians
254205;Auditor-fiscal da previdência social;Social security tax auditor;4;11-9199.07;0.5454545454545454;Security Managers
254305;Auditor-fiscal do trabalho;Auditor-Fiscal do Trabalho;;;;
254310;Agente de higiene e segurança;Hygiene and safety agent;2;43-5011.00;0.5416666666666666;Cargo and Freight Agents
254405;Fiscal de tributos estadual;State Tax Attorney;;;;
254410;Fiscal de tributos municipal;Tax attorney municipal;2;51-9081.00;0.5098039215686274;Dental Laboratory Technicians
254415;Técnico de tributos estadual;State Tax Technician;4;15-2091.00;0.6818181818181818;Mathematical Technicians
254420;Técnico de tributos municipal;Municipal tax technician;4;19-4041.01;0.6538461538461539;Geophysical Data Technicians
254505;Fiscal de atividades urbanas;Tax of urban activities;5;29-1171.00;0.5238095238095238;Nurse Practitioners
261140;Revisor de texto;Text reviewer;3;13-2082.00;0.5384615384615384;Tax Preparers
261110;Assessor de imprensa;Press officer;4;27-2012.01;0.5454545454545454;Producers
261115;Diretor de redação;Editorial Director;4;27-2012.03;0.6857142857142857;Program Directors
261120;Editor;Editor;4;27-3041.00;0.9230769230769231;Editors
261125;Jornalista;Journalist;5;29-1069.03;0.5454545454545454;Hospitalists
261130;Produtor de texto;Text Producer;4;27-2012.01;0.7272727272727273;Producers
261105;Arquivista pesquisador (jornalismo);Archivist researcher (journalism);5;15-2031.00;0.5245901639344263;Operations Research Analysts
261135;Repórter (exclusive rádio e televisão);Reporter (excluding radio and television);4;27-3011.00;0.5277777777777778;Radio and Television Announcers
261210;Documentalista;Documentalist;3;29-2021.00;0.6;Dental Hygienists
261215;Analista de informações (pesquisador de informações de rede);Information Analyst (Network Information Researcher);;;;
261205;Bibliotecário;Librarian;5;25-4021.00;0.9473684210526315;Librarians
261305;Arquivista;Archivist;5;25-4011.00;0.9473684210526315;Archivists
261310;Museólogo;Museologist;5;29-1069.04;0.6956521739130435;Neurologists
261405;Filólogo;Philologist;5;29-1069.07;0.782608695652174;Pathologists
261430;Audiodescritor;Audiodescritor;4;13-2011.02;0.6363636363636364;Auditors
261410;Intérprete;Interpreter;4;27-1025.00;0.6206896551724138;Interior Designers
261415;Lingüista;Linguist;5;19-1020.01;0.5555555555555556;Biologists
261420;Tradutor;translator;4;11-1031.00;0.5714285714285714;Legislators
261425;Intérprete de língua de sinais;Sign Language Interpreter;5;25-1124.00;0.525;Foreign Language and Literature Teachers, Postsecondary
261530;Redator de textos técnicos;Technical Text Editor;4;27-3042.00;0.6842105263157895;Technical Writers
261525;Poeta;Poet;;;;
261520;Escritor de não ficção;Non-Fiction Writer;2;47-2031.01;0.5853658536585366;Construction Carpenters
261515;Escritor de ficção;Fiction writer;4;39-9032.00;0.5625;Recreation Workers
261510;Crítico;Critical;3;29-1141.03;0.5714285714285714;Critical Care Nurses
261505;Autor-roteirista;Writer / Author;3;43-4041.01;0.6060606060606061;Credit Authorizers
261620;Editor de revista;Magazine editor;3;13-1199.01;0.5333333333333333;Energy Auditors
261625;Editor de revista científica;Editor of scientific journal;;;;
261615;Editor de mídia eletrônica;Electronic Media Editor;3;17-3012.01;0.6190476190476191;Electronic Drafters
261610;Editor de livro;Book editor;4;27-3041.00;0.5555555555555556;Editors
261605;Editor de jornal;Newspaper editor;3;13-1199.01;0.5161290322580645;Energy Auditors
261715;Locutor de mídias audiovisuais;Audiovisual Media Announcer;4;27-3011.00;0.5862068965517241;Radio and Television Announcers
261705;Âncora de mídias audiovisuais;Audiovisual media anchor;;;;
261730;Repórter de mídias audiovisuais;Reporter of audiovisual media;;;;
261710;Comentarista de mídias audiovisuais;Audiovisual media commentator;4;25-9011.00;0.525;Audio-Visual and Multimedia Collections Specialists
261805;Fotógrafo;Photographer;3;27-4021.00;0.96;Photographers
261815;Fotógrafo retratista;Portrait photographer;3;27-4021.00;0.7058823529411765;Photographers
261820;Repórter fotográfico;Photo reporter;3;23-2091.00;0.6896551724137931;Court Reporters
261810;Fotógrafo publicitário;Advertising photographers;4;11-2011.00;0.6333333333333333;Advertising and Promotions Managers
261910;Assistente de direção (tv);Assistant director (tv);4;27-2012.04;0.5641025641025641;Talent Directors
261905;Continuista;Continuista;5;19-1029.03;0.5454545454545454;Geneticists
262135;Tecnólogo em produção audiovisual;Technologist in audiovisual production;;;;
262110;Produtor cinematográfico;Cinematographic producer;4;27-2032.00;0.5263157894736842;Choreographers
262105;Produtor cultural;Cultural producer;4;11-3051.00;0.5531914893617021;Industrial Production Managers
262130;Tecnólogo em produção fonográfica;Technologist in phonographic production;3;29-2056.00;0.5316455696202531;Veterinary Technologists and Technicians
262125;Produtor de televisão;Producer of television;4;27-2012.01;0.5806451612903226;Producers
262120;Produtor de teatro;Producer;4;27-2012.01;0.9411764705882353;Producers
262115;Produtor de rádio;Radio Producer;4;27-2012.01;0.6956521739130435;Producers
262225;Diretor de programação;Programming Director;4;27-2012.03;0.8648648648648649;Program Directors
262230;Diretor de produção;Production director;4;27-1011.00;0.625;Art Directors
262220;Diretor teatral;Theatrical director;4;27-2012.04;0.6285714285714286;Talent Directors
262235;Diretor artistíco;Artist director;4;27-1011.00;0.7857142857142857;Art Directors
262205;Diretor de cinema;Cinema director;2;47-4031.00;0.6206896551724138;Fence Erectors
262210;Diretor de programas de rádio;Director of radio programs;;;;
262215;Diretor de programas de televisão;Director of television programs;4;27-2012.02;0.5287356321839081;Directors- Stage, Motion Pictures, Television, and Radio
262320;Cenógrafo de teatro;Theater set designer;4;27-1025.00;0.5789473684210527;Interior Designers
262325;Cenógrafo de tv;Tv set designer;4;15-1199.11;0.5714285714285714;Video Game Designers
262330;Diretor de arte;Art director;4;27-1011.00;0.88;Art Directors
262305;Cenógrafo carnavalesco e festas populares;Carnivalesque set designer and popular parties;;;;
262310;Cenógrafo de cinema;Movie set designer;2;33-2011.02;0.5405405405405406;Forest Firefighters
262315;Cenógrafo de eventos;Event planner;5;17-2081.00;0.5555555555555556;Environmental Engineers
262420;Desenhista industrial de produto (designer de produto);Industrial Product Designer (Product Designer);4;11-3051.00;0.6052631578947368;Industrial Production Managers
262425;Desenhista industrial de produto de moda (designer de moda);Industrial designer of fashion product (fashion designer);4;11-3051.00;0.5517241379310345;Industrial Production Managers
262405;Artista (artes visuais);Artist (Visual Arts);3;41-3011.00;0.5454545454545454;Advertising Sales Agents
262415;Conservador-restaurador de bens  culturais;Conservative-restorer of cultural goods;4;45-1011.06;0.5411764705882353;First-Line Supervisors of Aquacultural Workers
262410;Desenhista industrial gráfico (designer gráfico);Industrial graphic designer (graphic designer);3;49-9041.00;0.5789473684210527;Industrial Machinery Mechanics
262505;Ator;Actor;2;27-2011.00;0.9090909090909091;Actors
262620;Musicólogo;Musicologist;5;29-1181.00;0.75;Audiologists
262615;Músico regente;Regent musician;4;13-1081.00;0.5185185185185185;Logisticians
262610;Músico arranjador;Musician arranger;3;27-2041.04;0.6521739130434783;Music Composers and Arrangers
262605;Compositor;Composer;3;13-1041.06;0.625;Coroners
262705;Músico intérprete cantor;Musician singer-songwriter;4;13-2053.00;0.5416666666666666;Insurance Underwriters
262710;Músico intérprete instrumentista;Musician performer;4;27-2042.02;0.5853658536585366;Musicians, Instrumental
262805;Assistente de coreografia;Choreography assistant;4;27-2032.00;0.6666666666666666;Choreographers
262810;Bailarino (exceto danças populares);Dancer (except popular dances);;;;
262815;Coreógrafo;Choreographer;4;27-2032.00;0.9629629629629629;Choreographers
262820;Dramaturgo de dança;Dance Playwright;3;27-2031.00;0.5217391304347826;Dancers
262825;Ensaiador de dança;Dance tester;3;27-2031.00;0.631578947368421;Dancers
262830;Professor de dança;Dance teacher;3;27-2031.00;0.6;Dancers
262905;Decorador de interiores de nível superior;Top Level Interior Decorator;4;27-1025.00;0.5217391304347826;Interior Designers
263115;Teólogo;Theologian;5;19-3091.02;0.6086956521739131;Archeologists
263110;Missionário;Missionary;;;;
263105;Ministro de culto religioso;Minister of religious worship;;;;
271110;Tecnólogo em gastronomia;Technologist in gastronomy;5;29-2011.02;0.5581395348837209;Cytotechnologists
271105;Chefe de cozinha;Chef;;;;
300105;Técnico em mecatrônica - automação da manufatura;Mechatronics Technician - Manufacturing Automation;3;17-3029.08;0.5070422535211268;Photonics Technicians
300110;Técnico em mecatrônica - robótica;Mechatronics Technician - Robotics;3;17-3029.08;0.6909090909090909;Photonics Technicians
300305;Técnico em eletromecânica;Electromechanical technician;3;17-3024.00;0.896551724137931;Electro-Mechanical Technicians
301115;Técnico químico de petróleo;Chemical oil technician;3;19-4031.00;0.8372093023255814;Chemical Technicians
301105;Técnico de laboratório industrial;Industrial Laboratory Technician;2;51-9081.00;0.8524590163934426;Dental Laboratory Technicians
301110;Técnico de laboratório de análises físico-químicas (materiais de construção);Laboratory technician of physical-chemical analysis (building materials);;;;
301205;Técnico de apoio à bioengenharia;Bioengineering Support Technician;3;17-3022.00;0.7096774193548387;Civil Engineering Technicians
311110;Técnico de celulose e papel;Pulp and Paper Technician;3;27-4014.00;0.6296296296296297;Sound Engineering Technicians
311115;Técnico em curtimento;Tanning Technician;3;17-3031.02;0.8108108108108109;Mapping Technicians
311105;Técnico químico;Chemical technician;3;19-4031.00;0.9230769230769231;Chemical Technicians
311205;Técnico em petroquímica;Petrochemical Technician;3;19-4031.00;0.8181818181818182;Chemical Technicians
311305;Técnico em materiais, produtos cerâmicos e vidros;Technician in materials, ceramic products and glasses;;;;
311405;Técnico em borracha;Rubber Technician;3;25-4031.00;0.7222222222222222;Library Technicians
311410;Técnico em plástico;Plastic technician;3;29-2053.00;0.7317073170731707;Psychiatric Technicians
311520;Técnico em tratamento de efluentes;Effluent treatment technician;3;17-3024.00;0.6101694915254238;Electro-Mechanical Technicians
311515;Técnico de utilidade (produção e distribuição de vapor, gases, óleos, combustíveis, energia);Utility technician (production and distribution of steam, gases, oils, fuels, energy);;;;
311510;Técnico de meteorologia;Meteorological Technician;4;19-4021.00;0.8085106382978723;Biological Technicians
311505;Técnico de controle de meio ambiente;Environmental Control Technician;4;17-3025.00;0.782608695652174;Environmental Engineering Technicians
311610;Técnico têxtil (tratamentos químicos);Textile technician (chemical treatments);2;51-6061.00;0.5102040816326531;Textile Bleaching and Dyeing Machine Operators and Tenders
311615;Técnico têxtil de fiação;Textile spinning technician;4;19-4099.03;0.6792452830188679;Remote Sensing Technicians
311625;Técnico têxtil de tecelagem;Textile weaving technician;4;19-4099.03;0.6923076923076923;Remote Sensing Technicians
311620;Técnico têxtil de malharia;Textile knitting technician;4;19-4099.03;0.6792452830188679;Remote Sensing Technicians
311605;Técnico têxtil;Textile technician;2;29-2051.00;0.6842105263157895;Dietetic Technicians
311725;Tingidor de couros e peles;Dyeing of hides and skins;2;53-7061.00;0.576271186440678;Cleaners of Vehicles and Equipment
311720;Preparador de tintas (fábrica de tecidos);Painter (fabric factory);;;;
311715;Preparador de tintas;Paint preparer;2;49-3043.00;0.625;Rail Car Repairers
311710;Colorista têxtil;Textile colorist;5;19-2041.03;0.5945945945945946;Industrial Ecologists
311705;Colorista de papel;Paper colorist;5;29-1069.04;0.6153846153846154;Neurologists
312105;Técnico de obras civis;Civil works technician;3;17-3022.00;0.6666666666666666;Civil Engineering Technicians
312205;Técnico de estradas;Road Technician;3;27-4012.00;0.7777777777777778;Broadcast Technicians
312210;Técnico de saneamento;Sanitation technician;2;29-2051.00;0.6829268292682927;Dietetic Technicians
312315;Técnico em hidrografia;Hydrography technician;3;31-9099.02;0.6511627906976745;Endoscopy Technicians
312320;Topógrafo;Surveyor;4;17-1022.00;0.9411764705882353;Surveyors
312310;Técnico em geodésia e cartografia;Technician in geodesy and cartography;4;25-4013.00;0.5555555555555556;Museum Technicians and Conservators
312305;Técnico em agrimensura;Surveying Technician;3;17-3031.01;0.975609756097561;Surveying Technicians
313115;Eletrotécnico na fabricação, montagem e instalação de máquinas e equipamentos;Electrotechnical in the manufacture, assembly and installation of machinery and equipment;;;;
313130;Técnico eletricista;Mechanical or Industrial Engineering;4;17-2112.00;0.6785714285714286;Industrial Engineers
313105;Eletrotécnico;Electrotechnical;3;47-2111.00;0.6428571428571429;Electricians
313110;Eletrotécnico (produção de energia);Electrotechnical (energy production);4;17-3029.03;0.5822784810126582;Electromechanical Engineering Technologists
313125;Técnico de manutenção elétrica de máquina;Electrical Machine Maintenance Technician;3;17-3023.03;0.72;Electrical Engineering Technicians
313120;Técnico de manutenção elétrica;Electrical Maintenance Technician;3;17-3023.03;0.7761194029850746;Electrical Engineering Technicians
313215;Técnico eletrônico;Electronic technician;3;17-3024.00;0.7843137254901961;Electro-Mechanical Technicians
313205;Técnico de manutenção eletrônica;Electronic Maintenance Technician;3;17-3023.01;0.7647058823529411;Electronics Engineering Technicians
313210;Técnico de manutenção eletrônica (circuitos de máquinas com comando numérico);Electronic maintenance technician (circuits of machines with numerical control);;;;
313220;Técnico em manutenção de equipamentos de informática;Computer maintenance technician;2;49-9099.01;0.6037735849056604;Geothermal Technicians
313305;Técnico de comunicação de dados;Data communication technician;3;19-4051.02;0.6101694915254238;Nuclear Monitoring Technicians
313310;Técnico de rede (telecomunicações);Network technician (telecommunications);;;;
313315;Técnico de telecomunicações (telefonia);Telecommunications technician (telephony);3;15-1143.01;0.6024096385542169;Telecommunications Engineering Specialists
313320;Técnico de transmissão (telecomunicações);Transmission Technician (Telecommunications);3;53-6041.00;0.5079365079365079;Traffic Technicians
313410;Técnico em instrumentação;Instrumentation technician;3;19-4051.01;0.6461538461538462;Nuclear Equipment Operation Technicians
313405;Técnico em calibração;Calibration Technician;3;25-4031.00;0.7317073170731707;Library Technicians
313415;Encarregado de manutenção de instrumentos de controle, medição e similares;Maintenance of control, measurement and similar instruments;;;;
313505;Técnico em fotônica;Photonics technician;3;17-3029.08;0.926829268292683;Photonics Technicians
314110;Técnico mecânico;Mechanical technician;3;17-3024.00;0.7843137254901961;Electro-Mechanical Technicians
314115;Técnico mecânico (calefação, ventilação e refrigeração);Mechanical technician (heating, ventilation and cooling);;;;
314120;Técnico mecânico (máquinas);Mechanical technician (machines);3;17-3024.00;0.6774193548387096;Electro-Mechanical Technicians
314105;Técnico em mecânica de precisão;Technician in precision mechanics;4;25-4013.00;0.5294117647058824;Museum Technicians and Conservators
314125;Técnico mecânico (motores);Mechanical technician (engines);3;17-3024.00;0.6885245901639344;Electro-Mechanical Technicians
314205;Técnico mecânico na fabricação de ferramentas;Mechanical technician in the manufacture of tools;3;17-3024.00;0.5316455696202531;Electro-Mechanical Technicians
314210;Técnico mecânico na manutenção de ferramentas;Mechanical technician in tool maintenance;3;17-3024.00;0.5633802816901409;Electro-Mechanical Technicians
314305;Técnico em automobilística;Automotive technician;3;49-3023.02;0.7924528301886793;Automotive Specialty Technicians
314315;Técnico mecânico (embarcações);Mechanical technician (ships);3;17-3024.00;0.711864406779661;Electro-Mechanical Technicians
314310;Técnico mecânico (aeronaves);Mechanical technician (aircraft);3;17-3024.00;0.6451612903225806;Electro-Mechanical Technicians
314405;Técnico de manutenção de sistemas e instrumentos;Systems and instrument maintenance technician;4;17-3025.00;0.5365853658536586;Environmental Engineering Technicians
314410;Técnico em manutenção de máquinas;Machine maintenance technician;4;15-2091.00;0.6666666666666666;Mathematical Technicians
314605;Inspetor de soldagem;Welding inspector;3;33-2021.01;0.625;Fire Inspectors
314610;Técnico em caldeiraria;Caldeiraria technician;3;25-4031.00;0.6829268292682927;Library Technicians
314615;Técnico em estruturas metálicas;Technician in metal structures;4;27-2012.05;0.5517241379310345;Technical Directors/Managers
314620;Técnico em soldagem;Welding Technician;3;17-3031.01;0.7692307692307693;Surveying Technicians
314625;Tecnólogo em soldagem;Technologist in welding;5;29-2011.02;0.55;Cytotechnologists
314710;Técnico de aciaria em siderurgia;Steelworker in steel industry;;;;
314705;Técnico de acabamento em siderurgia;Steel finishing technician;4;19-4099.03;0.6923076923076923;Remote Sensing Technicians
314715;Técnico de fundição em siderurgia;Cast iron technician;3;49-2091.00;0.65;Avionics Technicians
314720;Técnico de laminação em siderurgia;Steel laminating technician;4;19-4099.03;0.6415094339622641;Remote Sensing Technicians
314730;Técnico de refratário em siderurgia;Refractory steel technician;3;29-2054.00;0.6896551724137931;Respiratory Therapy Technicians
314725;Técnico de redução na siderurgia (primeira fusão);Reduction Technician in the steel industry (first merger);;;;
316105;Técnico em geofísica;Geophysics Technician;4;19-4041.01;0.8163265306122449;Geophysical Data Technicians
316110;Técnico em geologia;Geology Technician;4;19-4021.00;0.75;Biological Technicians
316115;Técnico em geoquímica;Technician in geochemistry;4;17-2141.00;0.5652173913043478;Mechanical Engineers
316120;Técnico em geotecnia;Geotechnical technician;2;49-9099.01;0.7555555555555555;Geothermal Technicians
316325;Técnico de produção em refino de petróleo;Petroleum refining production technician;3;17-3029.09;0.6578947368421053;Manufacturing Production Technicians
316340;Cimentador (poços de petróleo);Cylinder (oil wells);;;;
316335;Desincrustador (poços de petróleo);Deodorizer (oil wells);;;;
316330;Técnico em planejamento de lavra de minas;Mining Mine Planning Technician;3;17-3022.00;0.7;Civil Engineering Technicians
316320;Técnico em pesquisa mineral;Technician in mineral research;4;25-4013.00;0.5846153846153846;Museum Technicians and Conservators
316315;Técnico em processamento mineral (exceto petróleo);Technician in mineral processing (except petroleum);;;;
316310;Técnico de mineração (óleo e petróleo);Mining Technician (Oil & Petroleum);3;17-3031.02;0.5555555555555556;Mapping Technicians
316305;Técnico de mineração;Mining Technician;3;17-3031.02;0.8333333333333334;Mapping Technicians
317105;Programador de internet;Internet programmer;4;15-1131.00;0.6666666666666666;Computer Programmers
317115;Programador de máquinas - ferramenta com comando numérico;Programmer of machine tools with numerical control;;;;
317120;Programador de multimídia;Multimedia Developer;3;15-1134.00;0.6470588235294118;Web Developers
317110;Programador de sistemas de informação;Information Systems Developer;4;11-3021.00;0.6285714285714286;Computer and Information Systems Managers
317210;Técnico de apoio ao usuário de informática (helpdesk);Computer user support technician (helpdesk);3;15-1151.00;0.6842105263157895;Computer User Support Specialists
317205;Operador de computador (inclusive microcomputador);Computer operator (including microcomputer);3;43-9011.00;0.5245901639344263;Computer Operators
318010;Desenhista copista;Copywriter;4;27-3043.04;0.8181818181818182;Copy Writers
318010;Desenhista copista;Copywriter;4;27-3043.04;0.8181818181818182;Copy Writers
